ts,tile,value
2025-04-27T11:38:29.027821+00:00,tile5,-2914
2025-04-27T11:38:30.323009+00:00,tile6,1817
2025-04-27T11:38:30.327780+00:00,tile4,15082
2025-04-27T11:38:33.928462+00:00,tile13,11895
2025-04-27T11:38:34.402479+00:00,tile10,-139888
2025-04-27T11:38:34.795128+00:00,tile9,192762
2025-04-27T11:38:36.002981+00:00,tile8,-222913
2025-04-27T11:38:36.500178+00:00,tile16,-172621
2025-04-27T11:38:36.784220+00:00,tile14,-308
2025-04-27T11:38:36.791043+00:00,tile1,-319802
2025-04-27T11:38:38.317837+00:00,tile11,184139
2025-04-27T11:38:38.323032+00:00,tile18,-6287
2025-04-27T11:38:38.327839+00:00,tile17,-312
2025-04-27T11:38:38.332577+00:00,tile2,-216833
2025-04-27T11:38:38.335898+00:00,tile15,-1421
2025-04-27T11:38:39.367169+00:00,tile3,-227690
2025-04-27T11:38:39.374138+00:00,tile5,-2882
2025-04-27T11:38:41.515234+00:00,tile6,1856
2025-04-27T11:38:41.520442+00:00,tile4,15058
2025-04-27T11:38:43.939061+00:00,tile13,11506
2025-04-27T11:38:44.400970+00:00,tile10,-139913
2025-04-27T11:38:44.772226+00:00,tile9,192757
2025-04-27T11:38:46.014199+00:00,tile8,-226243
2025-04-27T11:38:46.511096+00:00,tile16,-172671
2025-04-27T11:38:46.892468+00:00,tile14,-290
2025-04-27T11:38:46.897468+00:00,tile1,-319936
2025-04-27T11:38:47.574169+00:00,tile11,184134
2025-04-27T11:38:47.579442+00:00,tile18,-6405
2025-04-27T11:38:47.590384+00:00,tile17,-313
2025-04-27T11:38:48.743258+00:00,tile2,-216864
2025-04-27T11:38:48.749180+00:00,tile15,-1430
2025-04-27T11:38:48.753882+00:00,tile3,-227656
2025-04-27T11:38:48.758171+00:00,tile5,-2856
2025-04-27T11:38:50.258424+00:00,tile6,1804
2025-04-27T11:38:50.263907+00:00,tile4,15003
2025-04-27T11:38:54.202720+00:00,tile13,11532
2025-04-27T11:38:55.301025+00:00,tile10,-139861
2025-04-27T11:38:55.620816+00:00,tile9,192655
2025-04-27T11:38:56.356668+00:00,tile8,-224928
2025-04-27T11:38:56.696464+00:00,tile16,-172686
2025-04-27T11:38:56.904156+00:00,tile14,-268
2025-04-27T11:38:56.908796+00:00,tile1,-319855
2025-04-27T11:38:57.745703+00:00,tile11,184061
2025-04-27T11:38:57.750256+00:00,tile18,-6532
2025-04-27T11:38:58.077910+00:00,tile17,-306
2025-04-27T11:38:58.082823+00:00,tile2,-216822
2025-04-27T11:38:58.088039+00:00,tile15,-1417
2025-04-27T11:38:58.788748+00:00,tile3,-227660
2025-04-27T11:38:59.358725+00:00,tile5,-2773
2025-04-27T11:38:59.958487+00:00,tile6,1779
2025-04-27T11:38:59.963860+00:00,tile4,15104
2025-04-27T11:39:03.932734+00:00,tile13,11815
2025-04-27T11:39:04.413920+00:00,tile10,-139891
2025-04-27T11:39:04.797082+00:00,tile9,192732
2025-04-27T11:39:06.045966+00:00,tile8,-224254
2025-04-27T11:39:06.925670+00:00,tile16,-172652
2025-04-27T11:39:06.976787+00:00,tile14,-290
2025-04-27T11:39:06.993056+00:00,tile1,-319762
2025-04-27T11:39:08.138247+00:00,tile11,184133
2025-04-27T11:39:08.143605+00:00,tile18,-6574
2025-04-27T11:39:08.148376+00:00,tile17,-298
2025-04-27T11:39:08.546588+00:00,tile2,-216837
2025-04-27T11:39:08.558198+00:00,tile15,-1419
2025-04-27T11:39:08.564440+00:00,tile3,-227665
2025-04-27T11:39:10.386827+00:00,tile5,-2831
2025-04-27T11:39:11.131223+00:00,tile6,1774
2025-04-27T11:39:11.138160+00:00,tile4,15026
2025-04-27T11:39:13.918994+00:00,tile13,11610
2025-04-27T11:39:14.395529+00:00,tile10,-139963
2025-04-27T11:39:14.746449+00:00,tile9,192700
2025-04-27T11:39:16.002187+00:00,tile8,-224828
2025-04-27T11:39:16.496361+00:00,tile16,-172652
2025-04-27T11:39:16.809437+00:00,tile14,-301
2025-04-27T11:39:16.815301+00:00,tile1,-319794
2025-04-27T11:39:17.542519+00:00,tile11,184121
2025-04-27T11:39:17.548984+00:00,tile18,-6479
2025-04-27T11:39:17.555277+00:00,tile17,-319
2025-04-27T11:39:18.653934+00:00,tile2,-216833
2025-04-27T11:39:18.658515+00:00,tile15,-1421
2025-04-27T11:39:18.663882+00:00,tile3,-227729
2025-04-27T11:39:19.342638+00:00,tile5,-2763
2025-04-27T11:39:20.176147+00:00,tile6,1790
2025-04-27T11:39:20.180532+00:00,tile4,15139
2025-04-27T11:39:23.924880+00:00,tile13,11294
2025-04-27T11:39:24.402467+00:00,tile10,-139930
2025-04-27T11:39:24.777723+00:00,tile9,192679
2025-04-27T11:39:26.142241+00:00,tile8,-225140
2025-04-27T11:39:26.540243+00:00,tile16,-172638
2025-04-27T11:39:26.958685+00:00,tile14,-334
2025-04-27T11:39:26.963308+00:00,tile1,-319809
2025-04-27T11:39:27.849304+00:00,tile11,184110
2025-04-27T11:39:27.856227+00:00,tile18,-6489
2025-04-27T11:39:27.861750+00:00,tile17,-308
2025-04-27T11:39:27.870228+00:00,tile2,-216843
2025-04-27T11:39:29.193091+00:00,tile15,-1417
2025-04-27T11:39:29.196700+00:00,tile3,-227697
2025-04-27T11:39:29.200247+00:00,tile5,-2856
2025-04-27T11:39:29.521732+00:00,tile6,1837
2025-04-27T11:39:30.145092+00:00,tile4,15053
2025-04-27T11:39:34.226678+00:00,tile13,11578
2025-04-27T11:39:34.771284+00:00,tile10,-139883
2025-04-27T11:39:34.906440+00:00,tile9,192746
2025-04-27T11:39:36.018017+00:00,tile8,-224264
2025-04-27T11:39:36.515633+00:00,tile16,-172678
2025-04-27T11:39:36.887123+00:00,tile14,-281
2025-04-27T11:39:36.891912+00:00,tile1,-319820
2025-04-27T11:39:37.580486+00:00,tile11,184097
2025-04-27T11:39:37.585687+00:00,tile18,-6378
2025-04-27T11:39:37.593855+00:00,tile17,-323
2025-04-27T11:39:38.697955+00:00,tile2,-216853
2025-04-27T11:39:38.702893+00:00,tile15,-1431
2025-04-27T11:39:38.707061+00:00,tile3,-227695
2025-04-27T11:39:38.713108+00:00,tile5,-2928
2025-04-27T11:39:40.241332+00:00,tile6,1747
2025-04-27T11:39:40.246197+00:00,tile4,15101
2025-04-27T11:39:43.929248+00:00,tile13,11690
2025-04-27T11:39:44.403793+00:00,tile10,-139906
2025-04-27T11:39:44.800160+00:00,tile9,192694
2025-04-27T11:39:46.002033+00:00,tile8,-224266
2025-04-27T11:39:46.497276+00:00,tile16,-172678
2025-04-27T11:39:46.838441+00:00,tile14,-278
2025-04-27T11:39:46.843581+00:00,tile1,-319815
2025-04-27T11:39:47.507772+00:00,tile11,184127
2025-04-27T11:39:47.514411+00:00,tile18,-6492
2025-04-27T11:39:47.903511+00:00,tile17,-308
2025-04-27T11:39:48.200291+00:00,tile2,-216914
2025-04-27T11:39:48.578194+00:00,tile15,-1420
2025-04-27T11:39:49.097176+00:00,tile3,-227665
2025-04-27T11:39:49.100921+00:00,tile5,-2920
2025-04-27T11:39:49.474498+00:00,tile6,1743
2025-04-27T11:39:52.834359+00:00,tile4,15113
2025-04-27T11:39:53.929228+00:00,tile13,11688
2025-04-27T11:39:54.407284+00:00,tile10,-139915
2025-04-27T11:39:54.789645+00:00,tile9,192785
2025-04-27T11:39:55.371443+00:00,tile10,-1241089
2025-04-27T11:39:56.062677+00:00,tile10,-139944
2025-04-27T11:39:56.110301+00:00,tile8,-224530
2025-04-27T11:39:57.040727+00:00,tile1,-319727
2025-04-27T11:39:57.047541+00:00,tile16,-172601
2025-04-27T11:39:57.206601+00:00,tile14,-225
2025-04-27T11:39:57.236521+00:00,tile11,184106
2025-04-27T11:39:57.243709+00:00,tile18,-6354
2025-04-27T11:39:58.181213+00:00,tile17,-321
2025-04-27T11:39:58.187190+00:00,tile2,-216801
2025-04-27T11:39:58.819513+00:00,tile15,-1421
2025-04-27T11:39:58.825539+00:00,tile3,-227727
2025-04-27T11:39:59.139569+00:00,tile5,-2969
2025-04-27T11:40:00.297643+00:00,tile6,1834
2025-04-27T11:40:00.303817+00:00,tile4,15045
2025-04-27T11:40:03.931890+00:00,tile13,11481
2025-04-27T11:40:04.406671+00:00,tile10,-139902
2025-04-27T11:40:04.766958+00:00,tile9,192706
2025-04-27T11:40:06.012451+00:00,tile8,-224509
2025-04-27T11:40:06.508718+00:00,tile16,-172667
2025-04-27T11:40:06.855997+00:00,tile14,-275
2025-04-27T11:40:06.861725+00:00,tile1,-319783
2025-04-27T11:40:07.534165+00:00,tile11,184100
2025-04-27T11:40:07.539162+00:00,tile18,-6450
2025-04-27T11:40:07.543266+00:00,tile17,-313
2025-04-27T11:40:08.584480+00:00,tile2,-216815
2025-04-27T11:40:08.589319+00:00,tile15,-1422
2025-04-27T11:40:08.594991+00:00,tile3,-227681
2025-04-27T11:40:09.174863+00:00,tile5,-2885
2025-04-27T11:40:10.130002+00:00,tile6,1803
2025-04-27T11:40:10.134601+00:00,tile4,15093
2025-04-27T11:40:13.995113+00:00,tile13,11622
2025-04-27T11:40:14.406137+00:00,tile10,-139876
2025-04-27T11:40:14.845320+00:00,tile9,192676
2025-04-27T11:40:16.015892+00:00,tile8,-224570
2025-04-27T11:40:16.506636+00:00,tile16,-172629
2025-04-27T11:40:16.872369+00:00,tile14,-249
2025-04-27T11:40:16.878081+00:00,tile1,-319728
2025-04-27T11:40:17.488023+00:00,tile11,184079
2025-04-27T11:40:17.494080+00:00,tile18,-6464
2025-04-27T11:40:17.503228+00:00,tile17,-310
2025-04-27T11:40:18.376609+00:00,tile2,-216806
2025-04-27T11:40:18.381416+00:00,tile15,-1423
2025-04-27T11:40:18.532716+00:00,tile3,-227629
2025-04-27T11:40:19.388674+00:00,tile5,-2879
2025-04-27T11:40:19.615168+00:00,tile6,1801
2025-04-27T11:40:19.621456+00:00,tile4,15074
2025-04-27T11:40:24.391846+00:00,tile13,11745
2025-04-27T11:40:24.402671+00:00,tile10,-139910
2025-04-27T11:40:25.067356+00:00,tile9,192762
2025-04-27T11:40:26.009013+00:00,tile8,-224709
2025-04-27T11:40:26.504369+00:00,tile16,-172603
2025-04-27T11:40:26.889482+00:00,tile14,-284
2025-04-27T11:40:26.894578+00:00,tile1,-319807
2025-04-27T11:40:27.553949+00:00,tile11,184108
2025-04-27T11:40:27.558927+00:00,tile18,-6351
2025-04-27T11:40:27.565012+00:00,tile17,-301
2025-04-27T11:40:28.433111+00:00,tile2,-216795
2025-04-27T11:40:28.438056+00:00,tile15,-1427
2025-04-27T11:40:28.629134+00:00,tile3,-227663
2025-04-27T11:40:28.638737+00:00,tile5,-2957
2025-04-27T11:40:29.969791+00:00,tile6,1844
2025-04-27T11:40:29.975248+00:00,tile4,15068
2025-04-27T11:40:34.016255+00:00,tile13,11640
2025-04-27T11:40:34.390337+00:00,tile10,-139963
2025-04-27T11:40:34.728594+00:00,tile9,192706
2025-04-27T11:40:36.953863+00:00,tile8,-224701
2025-04-27T11:40:36.959893+00:00,tile16,-172654
2025-04-27T11:40:36.965034+00:00,tile14,-270
2025-04-27T11:40:36.968117+00:00,tile1,-319765
2025-04-27T11:40:38.229582+00:00,tile11,184042
2025-04-27T11:40:38.233494+00:00,tile18,-6438
2025-04-27T11:40:38.237592+00:00,tile17,-320
2025-04-27T11:40:38.413029+00:00,tile2,-216807
2025-04-27T11:40:38.417597+00:00,tile15,-1435
2025-04-27T11:40:38.422382+00:00,tile3,-227711
2025-04-27T11:40:40.053499+00:00,tile5,-2854
2025-04-27T11:40:40.775403+00:00,tile6,1820
2025-04-27T11:40:40.781790+00:00,tile4,15041
2025-04-27T11:40:43.963054+00:00,tile13,11653
2025-04-27T11:40:44.797435+00:00,tile10,-139940
2025-04-27T11:40:44.827963+00:00,tile9,192765
2025-04-27T11:40:46.015430+00:00,tile8,-224307
2025-04-27T11:40:46.508888+00:00,tile16,-172674
2025-04-27T11:40:46.916059+00:00,tile14,-276
2025-04-27T11:40:46.921761+00:00,tile1,-319759
2025-04-27T11:40:47.343773+00:00,tile17,-306
2025-04-27T11:40:47.649303+00:00,tile11,184089
2025-04-27T11:40:47.654752+00:00,tile18,-6491
2025-04-27T11:40:48.392003+00:00,tile2,-216800
2025-04-27T11:40:48.937400+00:00,tile15,-1408
2025-04-27T11:40:48.948246+00:00,tile3,-227681
2025-04-27T11:40:48.970140+00:00,tile5,-2812
2025-04-27T11:40:50.676922+00:00,tile6,1876
2025-04-27T11:40:50.686305+00:00,tile4,15081
2025-04-27T11:40:54.112342+00:00,tile13,12607
2025-04-27T11:40:54.461031+00:00,tile10,-139984
2025-04-27T11:40:54.801746+00:00,tile9,192697
2025-04-27T11:40:56.658384+00:00,tile8,-224348
2025-04-27T11:40:56.974084+00:00,tile16,-172725
2025-04-27T11:40:56.980169+00:00,tile14,-267
2025-04-27T11:40:56.984977+00:00,tile1,-319808
2025-04-27T11:40:58.048077+00:00,tile11,184128
2025-04-27T11:40:58.052852+00:00,tile18,-6501
2025-04-27T11:40:58.691782+00:00,tile17,-304
2025-04-27T11:40:58.696609+00:00,tile2,-216773
2025-04-27T11:40:58.701660+00:00,tile15,-1436
2025-04-27T11:40:58.706581+00:00,tile3,-227657
2025-04-27T11:40:58.712025+00:00,tile5,-2856
2025-04-27T11:41:01.178613+00:00,tile6,1723
2025-04-27T11:41:01.183276+00:00,tile4,15021
2025-04-27T11:41:03.924329+00:00,tile13,11696
2025-04-27T11:41:04.400470+00:00,tile10,-139961
2025-04-27T11:41:04.753602+00:00,tile9,192665
2025-04-27T11:41:06.012174+00:00,tile8,-224291
2025-04-27T11:41:06.506116+00:00,tile16,-172686
2025-04-27T11:41:06.884921+00:00,tile14,-263
2025-04-27T11:41:06.891443+00:00,tile1,-319852
2025-04-27T11:41:07.582065+00:00,tile11,184058
2025-04-27T11:41:07.588184+00:00,tile18,-6385
2025-04-27T11:41:07.596528+00:00,tile17,-310
2025-04-27T11:41:08.363357+00:00,tile2,-216856
2025-04-27T11:41:08.540482+00:00,tile15,-1428
2025-04-27T11:41:08.546502+00:00,tile3,-227617
2025-04-27T11:41:09.224721+00:00,tile5,-2874
2025-04-27T11:41:09.579757+00:00,tile6,1769
2025-04-27T11:41:09.585664+00:00,tile4,15066
2025-04-27T11:41:14.235785+00:00,tile13,11650
2025-04-27T11:41:14.555141+00:00,tile10,-139933
2025-04-27T11:41:14.913349+00:00,tile9,192802
2025-04-27T11:41:16.007969+00:00,tile8,-224009
2025-04-27T11:41:16.502027+00:00,tile16,-172680
2025-04-27T11:41:16.854310+00:00,tile14,-275
2025-04-27T11:41:16.859939+00:00,tile1,-319793
2025-04-27T11:41:17.571613+00:00,tile11,184079
2025-04-27T11:41:17.578267+00:00,tile18,-6507
2025-04-27T11:41:17.583955+00:00,tile17,-328
2025-04-27T11:41:18.416787+00:00,tile2,-216835
2025-04-27T11:41:18.423081+00:00,tile15,-1420
2025-04-27T11:41:18.581964+00:00,tile3,-227707
2025-04-27T11:41:18.605782+00:00,tile5,-2894
2025-04-27T11:41:19.729064+00:00,tile6,1850
2025-04-27T11:41:19.733871+00:00,tile4,15077
2025-04-27T11:41:24.156824+00:00,tile13,11785
2025-04-27T11:41:24.491439+00:00,tile10,-139895
2025-04-27T11:41:24.826909+00:00,tile9,192720
2025-04-27T11:41:27.013780+00:00,tile8,-223982
2025-04-27T11:41:27.019167+00:00,tile16,-172690
2025-04-27T11:41:27.024613+00:00,tile14,-285
2025-04-27T11:41:27.029775+00:00,tile1,-319787
2025-04-27T11:41:29.368461+00:00,tile17,-303
2025-04-27T11:41:29.374828+00:00,tile11,184104
2025-04-27T11:41:29.380189+00:00,tile18,-6505
2025-04-27T11:41:29.385889+00:00,tile15,-1405
2025-04-27T11:41:29.392627+00:00,tile2,-216744
2025-04-27T11:41:29.398920+00:00,tile3,-227793
2025-04-27T11:41:29.404448+00:00,tile5,-2887
2025-04-27T11:41:29.544949+00:00,tile6,1798
2025-04-27T11:41:29.552009+00:00,tile4,15085
2025-04-27T11:41:33.950884+00:00,tile13,11659
2025-04-27T11:41:34.399318+00:00,tile10,-139954
2025-04-27T11:41:34.790143+00:00,tile9,192765
2025-04-27T11:41:36.016122+00:00,tile8,-223155
2025-04-27T11:41:36.505173+00:00,tile16,-172660
2025-04-27T11:41:36.894506+00:00,tile14,-264
2025-04-27T11:41:36.900748+00:00,tile1,-319806
2025-04-27T11:41:37.627591+00:00,tile11,184098
2025-04-27T11:41:37.632538+00:00,tile18,-6412
2025-04-27T11:41:37.636971+00:00,tile17,-331
2025-04-27T11:41:38.608780+00:00,tile2,-216791
2025-04-27T11:41:38.614969+00:00,tile15,-1422
2025-04-27T11:41:38.867746+00:00,tile3,-227705
2025-04-27T11:41:38.874311+00:00,tile5,-2865
2025-04-27T11:41:40.335415+00:00,tile6,1755
2025-04-27T11:41:40.340250+00:00,tile4,15089
2025-04-27T11:41:43.915387+00:00,tile13,11571
2025-04-27T11:41:44.388572+00:00,tile10,-139892
2025-04-27T11:41:44.708017+00:00,tile9,192731
2025-04-27T11:41:45.999120+00:00,tile8,-221675
2025-04-27T11:41:47.960241+00:00,tile16,-172649
2025-04-27T11:41:47.965217+00:00,tile14,-285
2025-04-27T11:41:47.969737+00:00,tile1,-319875
2025-04-27T11:41:47.973952+00:00,tile11,184122
2025-04-27T11:41:47.978222+00:00,tile18,-6523
2025-04-27T11:41:47.982463+00:00,tile17,-294
2025-04-27T11:41:48.197621+00:00,tile2,-216850
2025-04-27T11:41:48.203786+00:00,tile15,-1409
2025-04-27T11:41:51.012618+00:00,tile3,-227726
2025-04-27T11:41:51.017402+00:00,tile5,-2801
2025-04-27T11:41:51.021128+00:00,tile6,1880
2025-04-27T11:41:51.025368+00:00,tile4,15060
2025-04-27T11:41:52.945110+00:00,tile11,-507
2025-04-27T11:41:52.948709+00:00,tile11,184115
2025-04-27T11:41:53.996658+00:00,tile13,11649
2025-04-27T11:41:54.734636+00:00,tile10,-139873
2025-04-27T11:41:54.745432+00:00,tile9,192639
2025-04-27T11:41:56.319704+00:00,tile8,-221872
2025-04-27T11:41:56.635655+00:00,tile16,-172693
2025-04-27T11:41:56.647823+00:00,tile14,-247
2025-04-27T11:41:57.222047+00:00,tile1,-319813
2025-04-27T11:41:57.915896+00:00,tile11,184089
2025-04-27T11:41:57.920501+00:00,tile18,-6446
2025-04-27T11:41:57.923430+00:00,tile17,-301
2025-04-27T11:41:58.322956+00:00,tile2,-216899
2025-04-27T11:41:58.328149+00:00,tile15,-1425
2025-04-27T11:41:59.498690+00:00,tile3,-227683
2025-04-27T11:41:59.504832+00:00,tile5,-2893
2025-04-27T11:42:00.648200+00:00,tile4,15095
2025-04-27T11:42:00.652393+00:00,tile6,1830
2025-04-27T11:42:03.935012+00:00,tile13,11865
2025-04-27T11:42:04.413012+00:00,tile10,-139867
2025-04-27T11:42:04.813698+00:00,tile9,192695
2025-04-27T11:42:06.022310+00:00,tile8,-222146
2025-04-27T11:42:06.509540+00:00,tile16,-172586
2025-04-27T11:42:06.981958+00:00,tile14,-231
2025-04-27T11:42:06.987783+00:00,tile1,-319892
2025-04-27T11:42:07.752822+00:00,tile17,-299
2025-04-27T11:42:07.757093+00:00,tile11,184118
2025-04-27T11:42:07.761546+00:00,tile18,-6494
2025-04-27T11:42:08.428331+00:00,tile2,-216830
2025-04-27T11:42:08.817940+00:00,tile15,-1407
2025-04-27T11:42:08.823466+00:00,tile3,-227679
2025-04-27T11:42:08.828066+00:00,tile5,-2849
2025-04-27T11:42:10.182539+00:00,tile6,1851
2025-04-27T11:42:10.187666+00:00,tile4,15036
2025-04-27T11:42:13.962255+00:00,tile13,8947
2025-04-27T11:42:14.872582+00:00,tile10,-139914
